dz_2021_code,hours_15_or_less_worked_per_week,hours_16_30_worked_per_week,hours_31_48_worked_per_week,hours_49_worked_per_week,not_applicable
N20002757,23,42,162,13,249
N20002758,23,28,115,24,224
N20002759,9,20,54,1,136
N20002760,23,59,114,7,262
N20002761,33,50,134,20,322
N20002762,30,40,162,31,366
N20002763,16,40,143,27,221
N20002764,31,55,216,17,229
N20002765,29,58,231,17,253
N20002766,15,17,76,13,172
N20002767,21,34,114,22,217
N20002768,32,80,303,30,391
N20002769,21,50,241,25,227
N20002770,39,80,255,17,308
N20002771,19,29,116,28,138
N20002772,19,43,67,8,244
N20002773,13,33,109,10,221
N20002774,56,93,242,36,335
N20002775,44,91,248,26,360
N20002776,8,30,84,8,141
N20002777,23,42,118,21,221
N20002778,32,60,229,17,353
N20002779,13,39,93,4,295
N20002780,21,41,119,12,371
N20002781,19,55,108,7,403
N20002782,14,35,118,7,190
N20002783,10,32,82,9,253
N20002784,14,38,89,9,211
N20002785,20,20,98,11,199
N20002786,25,59,158,17,246
N20002787,23,44,127,9,201
N20002788,17,25,125,14,257
N20002789,25,52,117,14,302
N20002790,32,56,171,14,266
N20002791,16,39,117,6,187
N20002792,18,37,87,11,307
N20002793,8,11,39,4,237
N20002794,12,39,102,7,277
N20002795,12,29,71,9,374
N20002796,15,45,93,5,249
N20002797,23,53,136,19,260
N20002798,13,33,89,16,240
N20002799,15,61,135,18,273
N20002800,19,48,109,8,331
N20002801,5,7,30,1,171
N20002802,46,105,266,64,432
N20002803,16,37,133,9,246
N20002804,25,65,152,8,371
N20002805,31,54,167,24,205
N20002806,20,60,169,24,202
N20002807,10,27,90,6,149
N20002808,42,60,202,17,334
N20002809,33,54,168,51,338
N20002810,14,34,162,8,202
N20002811,11,47,75,2,221
N20002812,16,23,71,6,141
N20002813,11,61,106,9,279
N20002814,39,64,197,21,316
N20002815,15,30,61,5,173
N20002816,12,40,86,4,202
N20002817,6,43,90,6,266
N20002818,14,52,87,5,349
N20002819,9,69,121,5,352
N20002820,14,36,119,18,190
N20002821,25,54,156,7,386
N20002822,35,69,211,12,255
N20002823,28,70,209,26,357
N20002824,8,16,88,16,113
N20002825,43,58,216,40,365
N20002826,29,56,165,24,300
N20002827,20,53,193,29,188
N20002828,13,39,117,19,188
N20002829,23,55,145,19,321
N20002830,21,41,136,26,269
N20002831,10,25,71,12,194
N20002832,25,47,165,28,270
N20002833,13,43,118,5,226
N20002834,15,31,101,9,191
N20002835,15,55,211,23,324
N20002836,33,42,216,26,250
N20002837,33,34,94,19,233
N20002838,34,98,302,82,498
N20002839,33,49,172,37,315
N20002840,28,69,188,48,350
N20002841,20,46,135,37,317
N20002842,27,44,146,30,242
N20002843,24,54,190,26,372
N20002844,9,40,159,29,299
N20002845,27,61,221,43,409
N20002846,32,44,153,34,395
N20002847,29,53,153,40,285
N20002848,41,77,227,48,427
N20002849,20,41,173,25,306
N20002850,13,31,127,23,262
N20002851,37,67,287,42,456
N20002852,34,46,170,40,316
N20002853,37,74,207,54,386
N20002854,27,32,93,15,271
N20002855,10,25,92,11,270
N20002856,16,34,98,22,218
N20002857,25,47,117,24,326
N20002858,21,35,114,13,330
N20002859,25,68,228,44,407
N20002860,26,72,230,57,427
N20002861,28,24,124,27,260
N20002862,20,49,154,35,277
N20002863,34,61,210,42,384
N20002864,15,56,155,37,266
N20002865,22,56,172,29,291
N20002866,27,63,194,42,358
N20002867,39,78,236,68,475
N20002868,38,74,192,50,422
N20002869,23,62,148,20,336
N20002870,17,57,226,22,337
N20002871,51,70,191,65,400
N20002872,31,51,198,48,379
N20002873,31,32,156,27,253
N20002874,15,22,112,28,217
N20002875,19,53,119,19,351
N20002876,36,47,145,48,268
N20002877,31,45,158,41,268
N20002878,10,25,113,17,247
N20002879,52,83,310,66,548
N20002880,19,40,141,25,340
N20002881,20,55,159,13,339
N20002882,41,86,212,40,431
N20002883,22,49,126,19,298
N20002884,38,54,209,30,348
N20002885,24,69,215,53,432
N20002886,26,50,148,29,252
N20002887,40,85,265,53,421
N20002888,28,54,157,41,277
N20002889,22,45,138,28,229
N20002890,34,50,172,55,329
N20002891,31,65,242,50,392
N20002892,22,42,173,37,307
N20002893,27,50,145,29,318
N20002894,37,58,217,31,291
N20002895,18,36,114,12,185
N20002896,21,34,139,12,181
N20002897,9,11,44,10,154
N20002898,29,44,102,30,243
N20002899,21,49,139,12,344
N20002900,18,32,137,31,199
N20002901,14,24,101,13,129
N20002902,23,44,127,8,283
N20002903,37,52,181,26,326
N20002904,32,47,144,25,373
N20002905,28,38,107,9,276
N20002906,13,34,80,8,196
N20002907,32,45,127,19,365
N20002908,35,79,212,28,401
N20002909,38,60,181,22,351
N20002910,20,35,208,37,238
N20002911,36,77,260,38,370
N20002912,37,58,229,25,355
N20002913,20,43,118,47,223
N20002914,34,55,166,50,268
N20002915,46,71,218,51,286
N20002916,27,50,195,20,336
N20002917,23,72,166,46,332
N20002918,35,63,155,41,310
N20002919,25,46,153,37,293
N20002920,46,54,184,50,336
N20002921,19,47,151,22,227
N20002922,14,58,131,23,290
N20002923,25,43,120,34,298
N20002924,23,57,191,22,346
N20002925,19,58,146,29,290
N20002926,28,46,132,58,343
N20002927,17,48,133,25,284
N20002928,45,86,214,76,410
N20002929,33,62,166,33,355
N20002930,37,69,172,46,380
N20002931,28,48,163,42,258
N20002932,21,51,157,20,233
N20002933,26,34,134,18,281
N20002934,24,39,124,28,287
N20002935,11,29,71,14,186
N20002936,19,35,92,17,259
N20002937,26,57,168,26,345
N20002938,30,47,130,13,440
N20002939,12,27,75,9,185
N20002940,19,47,183,17,316
N20002941,28,64,184,32,363
N20002942,32,70,158,45,352
N20002943,29,54,160,17,272
N20002944,22,49,109,41,241
N20002945,5,12,43,1,154
N20002946,14,23,118,8,211
N20002947,8,13,84,11,158
N20002948,45,86,182,43,454
N20002949,13,40,130,17,300
N20002950,11,29,181,9,201
N20002951,25,39,118,23,243
N20002952,24,40,125,29,289
N20002953,20,44,160,32,316
N20002954,30,59,212,25,382
N20002955,36,38,136,13,233
N20002956,33,66,181,3,389
N20002957,28,47,172,19,326
N20002958,10,25,78,8,167
N20002959,33,56,147,40,353
N20002960,12,32,97,14,266
N20002961,28,51,162,17,262
N20002962,15,51,156,13,340
N20002963,22,38,143,22,276
N20002964,36,50,183,21,328
N20002965,30,47,131,12,241
N20002966,37,78,216,45,426
N20002967,40,63,155,46,272
N20002968,21,28,100,16,224
N20002969,45,45,85,25,294
N20002970,38,55,148,33,354
N20002971,36,59,207,73,391
N20002972,27,39,149,15,312
N20002973,34,59,198,52,378
N20002974,32,50,137,31,279
N20002975,33,68,181,26,426
N20002976,44,62,161,20,380
N20002977,22,28,119,24,214
N20002978,16,46,122,22,299
N20002979,30,59,161,47,268
N20002980,24,56,126,17,336
N20002981,33,37,134,39,225
N20002982,30,75,181,41,328
N20002983,22,57,106,14,305
N20002984,26,65,183,44,272
N20002985,37,55,152,47,284
N20002986,35,55,146,35,310
N20002987,21,49,115,40,247
N20002988,27,32,125,40,241
N20002989,40,51,159,36,261
N20002990,28,61,180,40,352
N20002991,19,41,127,21,278
N20002992,23,46,133,38,286
N20002993,35,53,213,47,417
N20002994,30,46,199,21,301
N20002995,26,52,167,16,314
N20002996,23,51,122,21,186
N20002997,30,52,191,21,326
N20002998,29,74,211,40,362
N20002999,19,45,115,22,285
N20003000,46,43,184,22,272
N20003001,11,27,59,2,282
N20003002,6,24,66,18,295
N20003003,16,22,79,5,192
N20003004,29,44,149,29,241
N20003005,9,16,53,8,145
N20003006,35,63,245,34,351
N20003007,25,33,109,23,223
N20003008,13,30,92,14,215
N20003009,31,66,248,27,418
N20003010,27,56,130,15,357
N20003011,13,38,154,21,299
N20003012,27,51,162,29,292
N20003013,28,57,199,19,419
N20003014,16,25,89,16,203
N20003015,21,54,149,25,256
N20003016,24,56,136,32,233
N20003017,25,30,154,17,235
N20003018,17,40,138,25,338
N20003019,32,51,146,15,295
N20003020,26,81,195,28,325
N20003021,27,56,136,28,242
N20003022,16,54,208,39,352
N20003023,19,47,129,19,318
N20003024,32,71,155,50,322
N20003025,19,45,172,22,282
N20003026,13,34,94,4,250
N20003027,25,57,174,19,227
N20003028,20,34,130,10,236
N20003029,16,38,150,16,274
N20003030,23,56,187,16,361
N20003031,33,63,238,29,365
N20003032,34,53,270,28,306
N20003033,23,39,167,12,343
N20003034,13,21,119,19,167
N20003035,17,25,123,5,193
N20003036,24,50,132,31,229
N20003037,6,18,181,9,155
N20003038,10,41,162,17,305
N20003039,21,65,277,46,375
N20003040,27,59,242,23,400
N20003041,18,39,197,10,413
N20003042,14,39,146,9,451
N20003043,31,40,209,24,307
N20003044,19,31,167,19,216
N20003045,26,38,188,14,240
N20003046,33,56,244,16,287
N20003047,18,39,194,15,278
N20003048,24,73,280,39,333
N20003049,21,38,149,15,259
N20003050,61,67,243,50,437
N20003051,9,32,138,28,217
N20003052,29,39,106,18,202
N20003053,26,45,141,11,312
N20003054,11,42,123,32,255
N20003055,30,42,143,28,240
N20003056,36,81,209,71,396
N20003057,42,72,207,55,356
N20003058,31,45,164,29,261
N20003059,28,37,199,50,298
N20003060,11,26,101,13,135
N20003061,22,54,172,27,241
N20003062,47,86,295,71,518
N20003063,62,92,265,56,592
N20003064,28,66,232,41,330
N20003065,49,95,224,53,397
N20003066,21,60,198,31,293
N20003067,20,44,164,25,213
N20003068,26,29,109,28,261
N20003069,33,81,205,42,367
N20003070,22,65,214,66,334
N20003071,32,46,155,41,309
N20003072,16,19,133,20,245
N20003073,21,74,221,66,386
N20003074,31,73,199,55,353
N20003075,37,68,178,41,285
N20003076,20,33,110,19,210
N20003077,30,56,135,52,281
N20003078,21,50,204,31,309
N20003079,42,88,192,43,371
N20003080,25,30,109,44,210
N20003081,25,49,181,61,310
N20003082,20,40,93,28,195
N20003083,13,35,146,31,241
N20003084,28,59,165,39,295
N20003085,24,53,117,60,237
N20003086,28,58,145,50,249
N20003087,11,29,85,18,139
N20003088,34,43,149,26,324
N20003089,42,62,240,58,395
N20003090,15,40,153,27,255
N20003091,24,38,146,25,277
N20003092,37,63,151,67,369
N20003093,21,55,184,56,293
N20003094,24,58,137,57,304
N20003095,30,47,154,52,267
N20003096,38,60,156,41,314
N20003097,21,45,148,35,285
N20003098,15,21,111,13,244
N20003099,13,50,121,30,200
N20003100,34,37,139,28,287
N20003101,35,49,134,44,290
N20003102,25,52,167,38,268
N20003103,43,89,205,83,417
N20003104,26,55,180,26,394
N20003105,39,73,176,50,362
N20003106,24,36,73,9,185
N20003107,43,69,179,48,468
N20003108,14,30,85,12,167
N20003109,13,30,74,13,303
N20003110,28,58,276,32,328
N20003111,27,50,115,18,370
N20003112,27,53,130,13,229
N20003113,43,78,189,15,464
N20003114,18,40,125,20,268
N20003115,50,85,287,27,470
N20003116,11,43,104,13,208
N20003117,18,33,76,4,244
N20003118,13,21,42,2,257
N20003119,10,16,37,6,196
N20003120,18,34,87,9,315
N20003121,50,64,172,43,427
N20003122,24,49,111,21,316
N20003123,22,45,123,18,329
N20003124,27,63,168,27,470
N20003125,35,70,211,55,348
N20003126,55,82,189,28,523
N20003127,42,67,178,26,399
N20003128,36,95,177,33,468
N20003129,48,70,190,37,425
N20003130,38,53,187,43,362
N20003131,19,55,154,25,336
N20003132,11,20,47,10,247
N20003133,43,94,219,41,533
N20003134,16,29,64,6,230
N20003135,36,44,163,27,283
N20003136,25,48,117,16,311
N20003137,55,67,143,26,463
N20003138,24,45,123,22,246
N20003139,23,40,99,15,242
N20003140,32,52,132,35,333
N20003141,14,30,63,13,189
N20003142,33,47,128,23,350
N20003143,27,52,98,20,305
N20003144,29,62,130,16,362
N20003145,13,43,119,17,273
N20003146,12,31,62,5,351
N20003147,25,49,130,25,339
N20003148,20,57,156,23,307
N20003149,49,82,226,41,531
N20003150,22,53,82,9,381
N20003151,16,61,80,25,291
N20003152,16,39,89,16,280
N20003153,30,68,162,34,432
N20003154,31,56,190,16,428
N20003155,43,62,249,26,356
N20003156,40,61,195,29,310
N20003157,33,65,173,22,299
N20003158,16,27,91,14,218
N20003159,25,43,97,11,232
N20003160,19,37,122,14,264
N20003161,34,61,168,17,311
N20003162,20,39,106,8,271
N20003163,19,39,121,18,281
N20003164,21,40,107,16,285
N20003165,23,50,161,7,308
N20003166,11,26,66,12,208
N20003167,23,41,126,10,314
N20003168,25,48,103,15,239
N20003169,40,68,210,37,407
N20003170,23,27,74,9,340
N20003171,18,26,53,13,194
N20003172,19,39,104,9,280
N20003173,22,46,98,6,417
N20003174,19,30,92,5,226
N20003175,22,25,87,13,283
N20003176,33,51,149,20,327
N20003177,24,47,104,12,333
N20003178,18,43,117,10,303
N20003179,23,37,112,15,190
N20003180,28,56,138,28,316
N20003181,23,48,152,11,217
N20003182,27,30,81,11,380
N20003183,18,47,99,8,332
N20003184,27,67,164,19,282
N20003185,25,30,106,9,334
N20003186,13,56,152,13,358
N20003187,15,53,136,12,252
N20003188,34,49,140,15,265
N20003189,31,52,145,18,332
N20003190,5,24,95,8,148
N20003191,26,56,140,38,315
N20003192,17,31,98,12,311
N20003193,26,44,155,27,261
N20003194,44,73,187,31,314
N20003195,21,44,102,15,339
N20003196,16,49,169,20,269
N20003197,38,78,223,14,441
N20003198,28,49,158,29,281
N20003199,11,35,92,10,196
N20003200,59,86,268,63,587
N20003201,15,37,82,16,250
N20003202,25,45,153,25,345
N20003203,28,38,152,20,300
N20003204,54,73,201,50,369
N20003205,36,58,138,27,326
N20003206,18,29,111,11,288
N20003207,41,54,188,31,289
N20003208,28,46,128,36,221
N20003209,38,54,149,51,271
N20003210,33,44,131,31,242
N20003211,44,65,155,37,303
N20003212,39,69,214,36,447
N20003213,46,78,236,82,395
N20003214,64,86,246,60,477
N20003215,29,65,188,41,382
N20003216,47,66,190,56,376
N20003217,23,46,117,17,321
N20003218,33,69,176,35,337
N20003219,30,54,134,29,265
N20003220,29,43,151,15,307
N20003221,34,77,227,28,477
N20003222,37,52,176,35,307
N20003223,24,43,138,32,245
N20003224,29,50,115,7,231
N20003225,46,65,231,47,371
N20003226,31,68,180,34,429
N20003227,42,89,229,44,359
N20003228,37,48,157,23,298
N20003229,36,42,162,32,276
N20003230,33,74,192,39,352
N20003231,32,65,199,42,341
N20003232,21,39,109,21,252
N20003233,23,53,171,35,334
N20003234,49,63,215,46,327
N20003235,24,54,182,45,322
N20003236,50,57,222,40,416
N20003237,39,56,131,30,305
N20003238,16,57,174,23,267
N20003239,36,48,158,26,346
N20003240,38,68,180,45,380
N20003241,32,71,188,17,349
N20003242,20,54,115,12,243
N20003243,30,54,169,12,317
N20003244,38,59,129,21,362
N20003245,20,28,53,5,217
N20003246,24,38,103,4,294
N20003247,12,19,44,7,154
N20003248,25,31,103,8,264
N20003249,19,21,68,5,189
N20003250,25,47,112,43,290
N20003251,6,18,52,4,154
N20003252,20,33,83,13,273
N20003253,24,36,120,29,264
N20003254,18,35,75,13,252
N20003255,17,39,121,19,263
N20003256,23,29,105,24,287
N20003257,47,70,197,43,355
N20003258,16,38,82,11,250
N20003259,21,49,126,36,309
N20003260,27,62,161,15,329
N20003261,35,66,179,47,360
N20003262,24,47,149,23,345
N20003263,22,31,79,6,375
N20003264,29,47,136,19,279
N20003265,17,34,77,13,334
N20003266,38,53,132,23,372
N20003267,19,36,56,3,294
N20003268,32,49,152,31,306
N20003269,21,43,91,4,332
N20003270,24,43,101,16,336
N20003271,18,25,77,10,278
N20003272,30,65,172,22,326
N20003273,43,47,126,38,331
N20003274,31,68,144,26,431
N20003275,30,44,120,33,253
N20003276,27,59,173,41,362
N20003277,24,50,123,12,231
N20003278,27,39,63,13,364
N20003279,14,30,53,17,241
N20003280,18,47,131,27,287
N20003281,34,57,124,46,340
N20003282,46,62,200,47,391
N20003283,30,60,168,44,314
N20003284,21,52,134,11,349
N20003285,20,45,114,33,221
N20003286,22,43,125,31,253
N20003287,34,47,124,29,304
N20003288,30,65,170,58,355
N20003289,26,46,135,39,320
N20003290,27,69,181,41,366
N20003291,34,64,157,51,311
N20003292,43,73,206,73,360
N20003293,46,73,220,56,414
N20003294,18,40,155,31,259
N20003295,26,50,132,36,334
N20003296,14,38,112,22,230
N20003297,38,54,193,38,316
N20003298,16,47,144,16,262
N20003299,31,64,141,11,406
N20003300,31,62,207,31,371
N20003301,30,50,159,29,315
N20003302,15,53,118,11,438
N20003303,16,26,64,7,308
N20003304,34,53,169,26,584
N20003305,11,23,76,13,202
N20003306,16,41,128,18,236
N20003307,19,29,91,21,218
N20003308,15,60,136,26,272
N20003309,20,56,152,43,262
N20003310,31,48,146,43,311
N20003311,29,55,198,22,323
N20003312,20,33,91,20,228
N20003313,27,64,185,47,256
N20003314,15,39,109,36,220
N20003315,26,73,217,14,356
N20003316,24,35,98,24,172
N20003317,42,83,247,42,442
N20003318,35,66,152,16,388
N20003319,65,96,276,56,505
N20003320,18,38,137,38,221
N20003321,40,66,226,44,354
N20003322,26,47,131,34,245
N20003323,22,48,154,41,222
N20003324,62,79,230,47,430
N20003325,19,38,124,24,233
N20003326,24,61,162,28,311
N20003327,28,75,193,40,356
N20003328,49,75,209,65,380
N20003329,27,42,151,29,309
N20003330,33,60,157,28,309
N20003331,26,58,165,53,330
N20003332,41,54,155,22,258
N20003333,24,58,113,47,261
N20003334,20,51,111,14,269
N20003335,51,74,198,30,473
N20003336,31,80,232,22,432
N20003337,39,57,162,41,368
N20003338,33,72,188,26,403
N20003339,10,29,82,3,217
N20003340,28,43,104,20,281
N20003341,32,61,166,24,398
N20003342,29,49,193,21,411
N20003343,32,58,121,24,391
N20003344,25,46,125,23,241
N20003345,27,41,107,5,221
N20003346,22,34,90,6,204
N20003347,24,41,147,34,272
N20003348,16,30,126,19,127
N20003349,27,66,270,32,363
N20003350,31,59,156,21,330
N20003351,20,21,74,16,220
N20003352,30,58,177,33,249
N20003353,29,43,142,16,249
N20003354,19,47,128,15,219
N20003355,32,60,197,30,336
N20003356,28,59,127,40,280
N20003357,26,43,155,36,275
N20003358,38,64,171,44,359
N20003359,32,53,167,44,308
N20003360,22,33,111,31,186
N20003361,17,46,143,26,212
N20003362,19,32,115,19,242
N20003363,20,58,117,30,198
N20003364,19,37,95,6,241
N20003365,32,56,160,37,247
N20003366,22,56,169,30,304
N20003367,14,23,72,16,177
N20003368,16,38,107,8,251
N20003369,18,41,124,11,361
N20003370,21,65,199,42,352
N20003371,39,65,178,56,336
N20003372,11,30,78,7,201
N20003373,21,48,178,18,214
N20003374,16,38,67,10,150
N20003375,13,36,104,14,225
N20003376,10,30,83,5,189
N20003377,14,29,83,7,233
N20003378,19,47,112,13,276
N20003379,23,30,74,8,280
N20003380,36,44,123,18,346
N20003381,20,48,148,20,274
N20003382,10,29,92,8,219
N20003383,13,34,131,16,272
N20003384,27,42,144,23,292
N20003385,14,48,152,13,227
N20003386,17,45,151,16,226
N20003387,27,65,162,54,333
N20003388,38,53,154,14,322
N20003389,28,45,100,15,213
N20003390,12,40,142,18,210
N20003391,19,48,151,18,354
N20003392,32,64,210,39,343
N20003393,43,64,174,53,325
N20003394,24,58,183,28,345
N20003395,54,58,183,40,361
N20003396,32,60,161,46,339
N20003397,31,49,153,26,450
N20003398,24,32,167,25,238
N20003399,27,58,193,30,308
N20003400,21,39,129,13,247
N20003401,19,36,168,18,251
N20003402,15,32,156,9,174
N20003403,13,34,87,5,288
N20003404,10,23,84,12,187
N20003405,20,52,157,18,329
N20003406,16,30,86,9,270
N20003407,9,18,86,4,258
N20003408,4,19,29,9,204
N20003409,20,50,112,9,278
N20003410,14,39,100,13,294
N20003411,28,77,258,29,423
N20003412,23,67,174,12,272
N20003413,29,50,105,5,327
N20003414,34,63,224,35,408
N20003415,9,17,44,7,148
N20003416,19,49,76,12,430
N20003417,18,58,136,11,323
N20003418,27,56,151,17,258
N20003419,24,53,93,13,489
N20003420,40,68,166,39,424
N20003421,27,76,226,18,348
N20003422,20,44,152,40,284
N20003423,33,57,142,36,315
N20003424,22,48,123,40,243
N20003425,18,49,80,11,266
N20003426,11,32,80,6,302
N20003427,8,18,66,10,216
N20003428,21,53,95,20,357
N20003429,33,74,175,45,356
N20003430,11,50,94,10,301
N20003431,26,49,93,12,314
N20003432,17,34,87,12,126
N20003433,28,40,116,45,256
N20003434,13,40,110,9,192
N20003435,19,37,146,19,170
N20003436,31,66,152,17,367
N20003437,19,54,119,22,276
N20003438,10,46,120,11,275
N20003439,12,39,102,8,165
N20003440,17,47,90,10,347
N20003441,10,27,77,9,216
N20003442,11,25,58,14,204
N20003443,32,39,140,34,215
N20003444,22,31,84,7,285
N20003445,5,42,73,11,227
N20003446,11,31,109,14,164
N20003447,21,28,89,20,189
N20003448,34,86,238,27,388
N20003449,11,13,76,10,130
N20003450,16,29,90,10,260
N20003451,16,28,136,9,188
N20003452,30,40,137,10,250
N20003453,28,40,114,22,247
N20003454,17,36,116,20,241
N20003455,13,30,127,23,158
N20003456,27,31,142,35,283
N20003457,33,43,145,39,257
N20003458,18,31,82,33,165
N20003459,20,36,102,18,192
N20003460,26,43,136,19,216
N20003461,19,25,91,23,180
N20003462,21,35,139,16,135
N20003463,35,74,231,25,375
N20003464,14,33,104,12,157
N20003465,24,53,148,19,325
N20003466,36,67,190,24,241
N20003467,50,75,224,71,439
N20003468,22,52,260,28,240
N20003469,38,60,171,50,402
N20003470,27,61,184,38,258
N20003471,32,72,175,58,356
N20003472,20,44,94,18,227
N20003473,30,66,119,47,318
N20003474,39,58,191,21,322
N20003475,45,40,144,46,313
N20003476,35,53,165,12,325
N20003477,33,61,174,15,238
N20003478,29,44,123,20,291
N20003479,15,34,90,7,239
N20003480,31,58,182,19,220
N20003481,20,38,98,7,192
N20003482,19,56,189,22,210
N20003483,11,43,126,22,231
N20003484,35,66,189,28,272
N20003485,14,38,57,10,213
N20003486,23,45,76,8,298
N20003487,22,48,147,10,320
N20003488,37,92,244,22,292
N20003489,11,47,160,20,133
N20003490,16,43,108,12,282
N20003491,33,69,197,13,302
N20003492,47,81,241,31,283
N20003493,30,59,114,16,379
N20003494,19,37,134,16,302
N20003495,16,46,82,8,265
N20003496,41,60,153,30,292
N20003497,17,46,102,17,216
N20003498,18,39,98,14,181
N20003499,11,24,61,10,217
N20003500,11,24,76,5,128
N20003501,29,42,104,18,270
N20003502,28,71,193,22,381
N20003503,18,30,94,17,236
N20003504,17,41,147,13,279
N20003505,32,78,191,16,394
N20003506,20,57,158,9,408
N20003507,25,55,163,17,197
N20003508,20,37,114,16,328
N20003509,11,30,95,10,223
N20003510,4,10,23,3,143
N20003511,17,46,135,8,177
N20003512,6,29,61,1,221
N20003513,15,21,57,8,140
N20003514,23,46,134,14,348
N20003515,18,49,97,10,325
N20003516,17,41,82,11,239
N20003517,15,36,53,2,216
N20003518,20,34,113,8,272
N20003519,14,35,104,13,197
N20003520,22,62,90,14,346
N20003521,11,48,122,8,358
N20003522,17,38,98,6,161
N20003523,36,39,145,38,278
N20003524,9,38,72,11,210
N20003525,24,35,92,18,205
N20003526,8,35,80,10,244
N20003527,9,32,45,7,254
N20003528,31,53,160,22,231
N20003529,11,29,99,13,162
N20003530,14,45,129,12,159
N20003531,13,17,63,4,328
N20003532,15,56,94,8,381
N20003533,17,51,106,8,364
N20003534,12,54,93,14,260
N20003535,27,54,140,31,300
N20003536,42,77,216,19,351
N20003537,34,47,133,46,335
N20003538,23,48,117,49,350
N20003539,15,26,94,18,195
N20003540,11,15,99,12,227
N20003541,13,23,65,7,228
N20003542,21,29,90,19,264
N20003543,9,23,64,7,240
N20003544,15,26,95,29,189
N20003545,26,41,159,40,343
N20003546,38,44,128,26,403
N20003547,41,52,158,35,391
N20003548,36,57,131,59,390
N20003549,37,38,112,50,392
N20003550,38,48,135,32,347
N20003551,21,42,112,13,239
N20003552,16,25,70,9,216
N20003553,45,62,215,30,463
N20003554,76,132,434,52,507
N20003555,25,38,98,35,281
N20003556,20,48,180,19,214
N20003557,12,26,147,16,88
N20003558,16,31,113,13,225
N20003559,14,40,125,42,240
N20003560,13,22,86,21,238
N20003561,34,43,183,25,195
N20003562,43,82,230,37,364
N20003563,10,16,60,9,201
N20003564,19,40,124,20,178
N20003565,23,48,98,20,234
N20003566,27,37,108,18,172
N20003567,27,41,152,26,306
N20003568,36,60,191,23,336
N20003569,38,84,186,73,509
N20003570,16,26,49,4,184
N20003571,18,41,111,16,306
N20003572,19,49,128,16,299
N20003573,23,61,139,6,298
N20003574,22,37,91,9,267
N20003575,22,37,90,37,196
N20003576,29,47,153,44,279
N20003577,14,51,111,12,216
N20003578,46,54,126,41,382
N20003579,12,30,68,16,204
N20003580,19,37,128,13,307
N20003581,44,58,168,30,417
N20003582,12,37,108,10,269
N20003583,19,33,92,10,245
N20003584,16,45,110,20,322
N20003585,18,35,119,15,257
N20003586,33,57,171,21,362
N20003587,15,46,88,16,230
N20003588,14,40,85,9,242
N20003589,21,47,116,7,297
N20003590,9,37,122,9,134
N20003591,16,18,56,11,162
N20003592,23,47,136,17,205
N20003593,14,21,65,9,185
N20003594,21,60,156,14,271
N20003595,22,40,158,19,314
N20003596,18,46,132,11,225
N20003597,15,28,108,17,158
N20003598,16,28,91,9,199
N20003599,31,51,169,17,247
N20003600,24,45,133,13,198
N20003601,7,46,102,10,149
N20003602,16,28,138,13,235
N20003603,20,53,172,11,234
N20003604,11,30,72,12,186
N20003605,33,76,190,20,424
N20003606,14,25,51,11,155
N20003607,17,51,102,10,241
N20003608,13,17,53,5,156
N20003609,25,58,68,3,337
N20003610,8,23,72,1,150
N20003611,24,46,138,11,222
N20003612,16,43,83,12,204
N20003613,14,56,112,16,205
N20003614,28,48,123,12,251
N20003615,17,61,152,14,405
N20003616,23,61,106,12,411
N20003617,18,44,84,7,275
N20003618,10,46,103,11,264
N20003619,30,75,295,29,306
N20003620,38,87,231,28,338
N20003621,19,31,90,24,269
N20003622,19,54,119,26,263
N20003623,31,66,152,40,256
N20003624,43,58,167,26,307
N20003625,24,42,117,23,311
N20003626,26,41,88,29,336
N20003627,16,43,109,16,251
N20003628,20,41,135,35,279
N20003629,30,36,141,23,271
N20003630,31,46,99,29,300
N20003631,32,46,105,14,187
N20003632,30,58,213,21,253
N20003633,3,2,11,0,164
N20003634,19,50,95,27,242
N20003635,20,46,126,14,258
N20003636,17,30,101,7,122
N20003637,25,33,130,14,274
N20003638,20,56,122,22,251
N20003639,32,41,92,14,270
N20003640,14,33,104,10,155
N20003641,16,22,95,9,140
N20003642,16,32,128,3,171
N20003643,7,14,50,6,253
N20003644,20,34,103,15,322
N20003645,36,63,189,20,301
N20003646,11,35,103,12,297
N20003647,25,53,125,14,363
N20003648,14,25,80,8,291
N20003649,32,62,185,15,261
N20003650,45,70,180,23,474
N20003651,11,54,89,11,293
N20003652,28,50,179,21,308
N20003653,19,42,95,9,248
N20003654,15,40,81,7,281
N20003655,31,38,183,23,249
N20003656,14,62,93,11,259
N20003657,9,31,95,10,208
N20003658,14,40,73,8,239
N20003659,26,51,104,4,325
N20003660,21,45,64,4,271
N20003661,17,46,99,16,237
N20003662,17,25,57,4,260
N20003663,19,43,85,8,292
N20003664,22,68,155,19,275
N20003665,9,19,60,5,137
N20003666,17,36,54,2,350
N20003667,21,72,207,13,235
N20003668,20,44,126,12,284
N20003669,32,79,175,18,321
N20003670,15,31,145,13,155
N20003671,21,28,145,17,168
N20003672,12,38,105,15,166
N20003673,27,79,277,30,307
N20003674,23,36,119,11,163
N20003675,14,40,185,23,174
N20003676,19,67,205,23,259
N20003677,17,52,69,7,294
N20003678,23,34,184,18,247
N20003679,11,12,16,4,227
N20003680,20,41,87,20,317
N20003681,21,36,80,12,213
N20003682,10,29,72,5,257
N20003683,16,26,78,6,182
N20003684,19,38,86,23,350
